title,release_date,rating,imdb_id,tmbd_id,runtime,genres,budget,revenue
Trolls,2016-10-13,PG,tt1679335,136799,92.0,"[['Adventure', 'Family', 'Comedy', 'Fantasy', 'Music', 'Animation']]",125000000,346864462
xXx: Return of Xander Cage,2017-01-13,PG-13,tt1293847,47971,107.0,"[['Action', 'Adventure', 'Crime']]",85000000,346147658
Star Trek Beyond,2016-07-07,PG-13,tt2660888,188927,122.0,"[['Action', 'Adventure', 'Science Fiction']]",185000000,343471816
Alvin and the Chipmunks: Chipwrecked,2011-12-14,G,tt1615918,55301,87.0,"[['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']]",75000000,342695435
A Quiet Place,2018-04-03,PG-13,tt6644200,447332,91.0,"[['Horror', 'Drama', 'Science Fiction']]",17000000,340677200
300: Rise of an Empire,2014-03-05,R,tt1253863,53182,102.0,"[['Action', 'War', 'Fantasy']]",110000000,337580051
Prince of Persia: The Sands of Time,2010-05-19,PG-13,tt0473075,9543,116.0,"[['Adventure', 'Fantasy', 'Action']]",150000000,335154643
Now You See Me 2,2016-06-02,PG-13,tt3110958,291805,129.0,"[['Action', 'Comedy', 'Thriller']]",90000000,334901337
Sherlock Holmes: A Game of Shadows,2011-11-22,PG-13,tt1515091,58574,129.0,"[['Adventure', 'Action', 'Crime', 'Mystery']]",125000000,334615000
The Good Dinosaur,2015-11-14,PG,tt1979388,105864,93.0,"[['Adventure', 'Animation', 'Family']]",200000000,332207671
The Great Wall,2016-12-16,PG-13,tt2034800,311324,103.0,"[['Action', 'Adventure', 'Fantasy']]",150000000,331957105
Black Swan,2010-12-03,R,tt0947798,44214,108.0,"[['Drama', 'Thriller', 'Horror']]",13000000,329398046
John Wick: Chapter 3 - Parabellum,2019-05-15,R,tt6146586,458156,131.0,"[['Action', 'Thriller', 'Crime']]",55000000,326709727
Taken 3,2014-12-16,PG-13,tt2446042,260346,109.0,"[['Thriller', 'Action']]",48000000,325771424
Megamind,2010-10-28,PG,tt1001526,38055,96.0,"[['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']]",130000000,321885765
The Conjuring 2,2016-05-13,R,tt3065204,259693,134.0,"[['Horror', 'Mystery', 'Thriller']]",40000000,320392818
Green Book,2018-11-16,PG-13,tt6966692,490132,130.0,"[['Drama', 'Comedy']]",23000000,319700000
The Conjuring,2013-03-20,R,tt1457767,138843,112.0,"[['Horror', 'Thriller']]",13000000,319494638
The Last Airbender,2010-06-30,PG,tt0938283,10196,103.0,"[['Action', 'Adventure', 'Fantasy']]",150000000,318502923
The Expendables 2,2012-08-08,R,tt1764651,76163,103.0,"[['Action', 'Adventure', 'Thriller']]",100000000,314975955
Maze Runner: The Scorch Trials,2015-09-09,PG-13,tt4046784,294254,132.0,"[['Action', 'Science Fiction', 'Thriller']]",61000000,312296056
Resident Evil: The Final Chapter,2016-12-23,R,tt2592614,173897,107.0,"[['Action', 'Horror', 'Science Fiction']]",40000000,312242626
The Lego Batman Movie,2017-02-08,PG,tt4116284,324849,104.0,"[['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']]",80000000,311950384
The SpongeBob Movie: Sponge Out of Water,2015-01-28,PG,tt2279373,228165,93.0,"[['Adventure', 'Comedy', 'Family', 'Fantasy', 'Animation']]",74000000,311594032
Jumanji: The Next Level,2019-12-04,PG-13,tt7975244,512200,123.0,"[['Adventure', 'Comedy', 'Fantasy']]",125000000,310830000
Robin Hood,2010-05-12,PG-13,tt0955308,20662,140.0,"[['Action', 'Adventure', 'Drama']]",200000000,310669540
Little Fockers,2010-12-21,PG-13,tt0970866,39451,98.0,"[['Comedy', 'Romance']]",100000000,310650585
Knives Out,2019-11-27,PG-13,tt8946378,546554,131.0,"[['Mystery', 'Thriller', 'Comedy', 'Drama', 'Crime']]",40000000,309232797
The Fault in Our Stars,2014-05-16,PG-13,tt2582846,222935,125.0,"[['Romance', 'Drama']]",12000000,307166834
Rise of the Guardians,2012-11-21,PG,tt1446192,81188,97.0,"[['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']]",145000000,306941670
Sonic the Hedgehog,2020-02-12,PG,tt3794354,454626,99.0,"[['Action', 'Science Fiction', 'Comedy', 'Family']]",85000000,306766470
Annabelle: Creation,2017-08-03,R,tt5140878,396422,109.0,"[['Horror', 'Mystery', 'Thriller']]",15000000,306515884
Wonder,2017-11-13,PG,tt2543472,406997,113.0,"[['Drama', 'Family']]",20000000,305937718
A Good Day to Die Hard,2013-02-06,R,tt1606378,47964,98.0,"[['Action', 'Thriller']]",92000000,304654182
Passengers,2016-12-21,PG-13,tt1355644,274870,116.0,"[['Drama', 'Romance', 'Science Fiction']]",110000000,303144152
Battleship,2012-04-11,PG-13,tt1440129,44833,131.0,"[['Thriller', 'Action', 'Adventure', 'Science Fiction']]",209000000,303025485
Wrath of the Titans,2012-03-27,PG-13,tt1646987,57165,99.0,"[['Fantasy', 'Adventure']]",150000000,301970083
Resident Evil: Afterlife,2010-09-09,R,tt1220634,35791,97.0,"[['Action', 'Adventure', 'Horror', 'Science Fiction']]",60000000,300228084
Alice Through the Looking Glass,2016-05-25,PG,tt2567026,241259,113.0,"[['Adventure', 'Family', 'Fantasy']]",170000000,299457024
Real Steel,2011-09-28,PG-13,tt0433035,39254,127.0,"[['Action', 'Science Fiction', 'Drama']]",110000000,299268508
Ocean's Eight,2018-06-07,PG-13,tt5164214,402900,111.0,"[['Crime', 'Comedy', 'Action', 'Thriller']]",70000000,297718711
Miss Peregrine's Home for Peculiar Children,2016-09-28,PG-13,tt1935859,283366,127.0,"[['Drama', 'Fantasy', 'Adventure', 'Family']]",110000000,296482446
Insurgent,2015-03-18,PG-13,tt2908446,262500,119.0,"[['Action', 'Adventure', 'Science Fiction', 'Thriller']]",110000000,295238201
Ferdinand,2017-12-09,PG,tt3411444,364689,107.0,"[['Animation', 'Family', 'Adventure', 'Comedy']]",111000000,295038508
Shutter Island,2010-02-14,R,tt1130884,11324,138.0,"[['Drama', 'Thriller', 'Mystery']]",80000000,294804195
Salt,2010-07-21,PG-13,tt0944835,27576,100.0,"[['Action', 'Mystery', 'Thriller']]",110000000,293329073
Skyscraper,2018-07-11,PG-13,tt5758778,447200,102.0,[['Action']],125000000,292351275
Pacific Rim: Uprising,2018-03-21,PG-13,tt2557478,268896,111.0,"[['Action', 'Fantasy', 'Science Fiction', 'Adventure']]",150000000,290061297
Divergent,2014-03-14,PG-13,tt1840309,157350,139.0,"[['Action', 'Adventure', 'Science Fiction']]",85000000,288747895
Bridesmaids,2011-05-13,R,tt1478338,55721,125.0,"[['Comedy', 'Romance']]",32500000,288383523
Sex and the City 2,2010-05-26,R,tt1261945,37786,146.0,"[['Comedy', 'Drama', 'Romance']]",100000000,288347692
Maze Runner: The Death Cure,2018-01-10,PG-13,tt4500922,336843,144.0,"[['Action', 'Science Fiction']]",62000000,288175335
Pitch Perfect 2,2015-05-07,PG-13,tt2848292,254470,115.0,"[['Comedy', 'Music']]",29000000,287506194
Oblivion,2013-04-10,PG-13,tt1483013,75612,124.0,"[['Action', 'Science Fiction', 'Adventure', 'Mystery']]",120000000,286168572
Elysium,2013-08-07,R,tt1535108,68724,109.0,"[['Science Fiction', 'Action', 'Drama', 'Thriller']]",115000000,286140700
John Carter,2012-03-07,PG-13,tt0401729,49529,132.0,"[['Action', 'Adventure', 'Science Fiction']]",250000000,284139100
Turbo,2013-07-11,PG,tt1860353,77950,96.0,"[['Animation', 'Family']]",135000000,282570682
The Tourist,2010-12-08,PG-13,tt1243957,37710,103.0,"[['Action', 'Thriller', 'Romance']]",100000000,278731369
Split,2017-01-09,PG-13,tt4972582,381288,117.0,"[['Horror', 'Thriller']]",9000000,278454358
The Bourne Legacy,2012-08-08,PG-13,tt1194173,49040,135.0,"[['Action', 'Thriller']]",130000000,276572938
Lincoln,2012-11-09,PG-13,tt0443272,72976,149.0,"[['History', 'Drama']]",65000000,275293450
Tomb Raider,2018-03-05,PG-13,tt1365519,338970,118.0,"[['Action', 'Adventure', 'Fantasy']]",94000000,274650803
The Expendables,2010-08-03,R,tt1320253,27578,103.0,"[['Thriller', 'Adventure', 'Action']]",80000000,274470394
Mr. Peabody & Sherman,2014-02-07,PG,tt0864835,82703,92.0,"[['Animation', 'Adventure', 'Family']]",145000000,272912430
Grown Ups,2010-06-24,PG-13,tt1375670,38365,102.0,[['Comedy']],80000000,271430189
Neighbors,2014-05-08,R,tt2004420,195589,96.0,[['Comedy']],18000000,270665134
We're the Millers,2013-08-07,R,tt1723121,138832,110.0,"[['Comedy', 'Crime']]",37000000,269994119
Epic,2013-05-15,PG,tt0848537,116711,102.0,"[['Animation', 'Adventure', 'Family', 'Fantasy']]",100000000,268426634
Exodus: Gods and Kings,2014-12-03,PG-13,tt1528100,147441,150.0,"[['Adventure', 'Drama', 'Action']]",140000000,268031828
Knight and Day,2010-06-15,PG-13,tt1013743,37834,109.0,"[['Action', 'Comedy']]",117000000,261930431
Terminator: Dark Fate,2019-10-23,R,tt6450804,290859,128.0,"[['Action', 'Adventure', 'Science Fiction']]",185000000,261119292
Super 8,2011-06-08,PG-13,tt1650062,37686,112.0,"[['Thriller', 'Science Fiction', 'Mystery']]",50000000,260095986
Blade Runner 2049,2017-10-04,R,tt1856101,335984,163.0,"[['Science Fiction', 'Drama']]",150000000,259239658
Paddington,2014-11-24,PG,tt1109624,116149,96.0,"[['Comedy', 'Adventure', 'Family']]",55000000,259207227
Annabelle,2014-10-02,R,tt3322940,250546,99.0,[['Horror']],6500000,257047661
Get Out,2017-02-24,R,tt5052448,419430,104.0,"[['Mystery', 'Thriller', 'Horror']]",4500000,255407969
Us,2019-03-14,R,tt6857112,458723,116.0,"[['Thriller', 'Horror', 'Mystery']]",20000000,255105930
The Hangover Part II,2011-05-25,R,tt1411697,45243,102.0,[['Comedy']],80000000,254455986
Halloween,2018-10-18,R,tt1502407,424139,106.0,[['Horror']],10000000,253688035
Men in Black: International,2019-06-12,PG-13,tt2283336,479455,115.0,"[['Comedy', 'Science Fiction']]",110000000,252608480
Dark Phoenix,2019-06-05,PG-13,tt6565702,320288,114.0,"[['Science Fiction', 'Action', 'Adventure']]",200000000,252442974
True Grit,2010-12-22,PG-13,tt1403865,44264,110.0,"[['Drama', 'Adventure', 'Western']]",38000000,252276927
American Hustle,2013-12-12,R,tt1800241,168672,138.0,"[['Drama', 'Crime']]",40000000,251171807
Cloudy with a Chance of Meatballs 2,2013-09-26,PG,tt1985966,109451,95.0,"[['Animation', 'Family', 'Comedy']]",78000000,248384621
Grown Ups 2,2013-07-11,PG-13,tt2191701,109418,100.0,[['Comedy']],80000000,247022278
Glass,2019-01-16,PG-13,tt6823368,450465,129.0,"[['Thriller', 'Drama', 'Science Fiction']]",20000000,246941965
The Peanuts Movie,2015-11-01,G,tt2452042,227973,88.0,"[['Adventure', 'Comedy', 'Animation', 'Family']]",99000000,246233113
Rango,2011-03-02,PG,tt1192628,44896,107.0,"[['Animation', 'Comedy', 'Family', 'Western', 'Adventure']]",135000000,245724603
Teenage Mutant Ninja Turtles: Out of the Shadows,2016-06-01,PG-13,tt3949660,308531,112.0,"[['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']]",135000000,245623848
Dark Shadows,2012-05-08,PG-13,tt1077368,62213,113.0,"[['Comedy', 'Fantasy']]",150000000,245527149
Hercules,2014-07-23,PG-13,tt1267297,184315,99.0,"[['Action', 'Adventure']]",100000000,244819862
After Earth,2013-05-30,PG-13,tt1815862,82700,100.0,"[['Science Fiction', 'Action', 'Adventure']]",130000000,243843127
Pixels,2015-07-16,PG-13,tt2120120,257344,105.0,"[['Action', 'Comedy', 'Science Fiction']]",88000000,243637091
Daddy's Home,2015-12-25,PG-13,tt1528854,274167,96.0,[['Comedy']],50000000,242786137
RoboCop,2014-01-30,PG-13,tt1234721,97020,102.0,"[['Action', 'Science Fiction']]",120000000,242688965
Sully,2016-09-07,PG-13,tt3263904,363676,96.0,"[['Drama', 'History']]",60000000,240797623
Assassin's Creed,2016-12-21,PG-13,tt2094766,121856,115.0,"[['Action', 'Adventure', 'Science Fiction']]",125000000,240697856
Resident Evil: Retribution,2012-09-12,R,tt1855325,71679,95.0,"[['Action', 'Horror', 'Science Fiction']]",65000000,240159255
Crazy Rich Asians,2018-08-15,PG-13,tt3104988,455207,121.0,"[['Comedy', 'Drama', 'Romance']]",30000000,237994561
Gulliver's Travels,2010-12-25,PG,tt1320261,38745,85.0,"[['Comedy', 'Adventure', 'Family', 'Fantasy']]",112000000,237382724
Silver Linings Playbook,2012-09-08,R,tt1045658,82693,122.0,"[['Drama', 'Comedy', 'Romance']]",21000000,236412453
Spy,2015-05-06,R,tt3079380,238713,120.0,"[['Action', 'Comedy', 'Crime']]",65000000,235666219
American Reunion,2012-04-04,R,tt1605630,71552,113.0,[['Comedy']],50000000,234989584
Alvin and the Chipmunks: The Road Chip,2015-12-17,PG,tt2974918,258509,92.0,"[['Adventure', 'Animation', 'Comedy', 'Family']]",0,233755553
The Imitation Game,2014-11-14,PG-13,tt2084970,205596,113.0,"[['History', 'Drama', 'Thriller', 'War']]",14000000,233555708
The Girl with the Dragon Tattoo,2011-12-14,R,tt1568346,65754,158.0,"[['Thriller', 'Crime', 'Mystery', 'Drama']]",90000000,232617430
Alien: Covenant,2017-05-09,R,tt2316204,126889,122.0,"[['Horror', 'Science Fiction']]",97000000,232380243
Argo,2012-10-11,R,tt1024648,68734,120.0,"[['Drama', 'Thriller']]",44500000,232324128
Annabelle Comes Home,2019-06-26,R,tt8350360,521029,106.0,"[['Horror', 'Thriller', 'Mystery']]",30000000,231252591
Hidden Figures,2016-12-10,PG,tt4846340,381284,127.0,"[['Drama', 'History']]",25000000,230698791
Ghostbusters,2016-07-14,PG-13,tt1289401,43074,116.0,"[['Action', 'Fantasy', 'Comedy']]",144000000,229147509
The Green Hornet,2011-01-12,PG-13,tt0990407,40805,119.0,"[['Action', 'Crime', 'Comedy']]",120000000,227817248
Paddington 2,2017-11-09,PG,tt4468740,346648,104.0,"[['Adventure', 'Comedy', 'Family']]",40000000,227300000
Baby Driver,2017-06-28,R,tt3890160,339403,113.0,"[['Action', 'Crime']]",34000000,226945087
Immortals,2011-11-10,R,tt1253864,37958,110.0,"[['Fantasy', 'Action', 'Drama']]",75000000,226904017
Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,PG,tt0814255,32657,119.0,"[['Adventure', 'Fantasy', 'Family']]",95000000,226497209
Hansel & Gretel: Witch Hunters,2013-01-17,R,tt1428538,60304,88.0,"[['Fantasy', 'Horror', 'Action']]",50000000,226349749
Valerian and the City of a Thousand Planets,2017-07-20,PG-13,tt2239822,339964,136.0,"[['Adventure', 'Science Fiction', 'Action']]",177200000,225874228
The Social Network,2010-10-01,PG-13,tt1285016,37799,121.0,[['Drama']],40000000,224920315
Dolittle,2020-01-01,PG,tt6673612,448119,101.0,"[['Comedy', 'Fantasy', 'Adventure', 'Family']]",175000000,223343452
Non-Stop,2014-02-26,PG-13,tt2024469,225574,106.0,"[['Action', 'Thriller', 'Mystery']]",50000000,222809600
Geostorm,2017-10-13,PG-13,tt1981128,274855,109.0,"[['Action', 'Science Fiction', 'Thriller']]",120000000,221600160
Ford v Ferrari,2019-11-13,PG-13,tt1950186,359724,152.0,"[['Drama', 'Action']]",97600000,220803003
Inferno,2016-10-13,PG-13,tt3062096,207932,121.0,"[['Mystery', 'Thriller', 'Drama']]",75000000,220021259
Green Lantern,2011-06-16,PG-13,tt1133985,44912,114.0,"[['Adventure', 'Action', 'Thriller', 'Science Fiction']]",200000000,219851172
Planes,2013-08-09,PG,tt1691917,151960,91.0,"[['Animation', 'Family', 'Adventure', 'Comedy']]",50000000,219788712
Jack Reacher,2012-12-20,PG-13,tt0790724,75780,130.0,"[['Crime', 'Drama', 'Thriller', 'Action']]",60000000,218340595
Dracula Untold,2014-10-01,PG-13,tt0829150,49017,92.0,"[['Horror', 'Action', 'Drama', 'Fantasy', 'War']]",70000000,217124280
Central Intelligence,2016-06-15,PG-13,tt1489889,302699,107.0,"[['Action', 'Comedy', 'Mystery']]",50000000,216972543
The Emoji Movie,2017-07-23,PG,tt4877122,378236,86.0,"[['Animation', 'Family', 'Comedy']]",50000000,216909830
The Help,2011-08-09,PG-13,tt1454029,50014,146.0,[['Drama']],25000000,216639112
Valentine's Day,2010-02-10,PG-13,tt0817230,32856,125.0,"[['Comedy', 'Romance']]",52000000,216485654
Bad Teacher,2011-05-16,R,tt1284575,52449,92.0,[['Comedy']],20000000,216197492
Ted 2,2015-06-25,R,tt2637276,214756,115.0,[['Comedy']],68000000,215863606
Dumbo,2019-03-27,PG,tt3861390,329996,112.0,"[['Adventure', 'Family', 'Fantasy']]",170000000,215832199
The Sorcerer's Apprentice,2010-07-13,PG,tt0963966,27022,109.0,"[['Fantasy', 'Adventure', 'Action']]",150000000,215283742
Just Go with It,2011-02-10,PG-13,tt1564367,50546,117.0,"[['Comedy', 'Romance']]",80000000,214945591
Creed II,2018-11-21,PG-13,tt6343314,480530,130.0,[['Drama']],50000000,214215889
Into the Woods,2014-12-24,PG,tt2180411,224141,125.0,"[['Fantasy', 'Comedy']]",50000000,212902372
Bridget Jones's Baby,2016-09-14,R,tt1473832,95610,123.0,"[['Comedy', 'Romance']]",35000000,211952420
Fury,2014-10-15,R,tt2713180,228150,135.0,"[['War', 'Drama', 'Action']]",68000000,211817906
Due Date,2010-11-04,R,tt1231583,41733,95.0,"[['Comedy', 'Drama']]",65000000,211780824
Horrible Bosses,2011-07-08,R,tt1499658,51540,98.0,"[['Comedy', 'Crime']]",35000000,209838559
Tomorrowland,2015-05-19,PG,tt1964418,158852,130.0,"[['Adventure', 'Family', 'Mystery', 'Science Fiction']]",190000000,209154322
Safe House,2012-02-09,R,tt1599348,59961,115.0,"[['Action', 'Thriller']]",85000000,208076205
Me Before You,2016-06-01,PG-13,tt2674426,296096,110.0,"[['Drama', 'Romance']]",20000000,207945075
The Expendables 3,2014-08-04,PG-13,tt2333784,138103,127.0,"[['Action', 'Adventure', 'Thriller']]",90000000,206172544
London Has Fallen,2016-03-02,R,tt3300542,267860,99.0,"[['Action', 'Thriller']]",60000000,205754447
Paranormal Activity 3,2011-10-19,R,tt1778304,72571,83.0,[['Horror']],5000000,205703818
White House Down,2013-06-27,PG-13,tt2334879,117251,131.0,"[['Action', 'Drama', 'Thriller']]",150000000,205366737
Eat Pray Love,2010-08-12,PG-13,tt0879870,38167,133.0,[['Drama']],60000000,204594016
Everest,2015-09-10,PG-13,tt2719848,253412,121.0,"[['Adventure', 'Drama', 'Action']]",55000000,203427584
Need for Speed,2014-03-13,PG-13,tt2369135,136797,130.0,"[['Action', 'Crime', 'Drama', 'Thriller']]",66000000,203277636
The Addams Family,2019-10-10,PG,tt1620981,481084,86.0,"[['Animation', 'Comedy', 'Family', 'Fantasy']]",40000000,203044905
Battle: Los Angeles,2011-03-08,PG-13,tt1217613,44943,116.0,"[['Action', 'Science Fiction']]",70000000,202466756
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,R,tt7713068,495764,109.0,"[['Action', 'Crime', 'Comedy', 'Drama']]",75000000,201858461
Straight Outta Compton,2015-08-13,R,tt1398426,277216,147.0,"[['Drama', 'Music']]",28000000,201634991
21 Jump Street,2012-03-14,R,tt1232829,64688,109.0,"[['Action', 'Comedy', 'Crime']]",42000000,201585328
Yogi Bear,2010-12-17,PG,tt1302067,41515,80.0,"[['Comedy', 'Family', 'Animation', 'Adventure']]",80000000,201584141
Percy Jackson: Sea of Monsters,2013-08-07,PG,tt1854564,76285,106.0,"[['Adventure', 'Family', 'Fantasy']]",90000000,199850315
Total Recall,2012-08-02,PG-13,tt1386703,64635,121.0,"[['Action', 'Science Fiction', 'Adventure', 'Thriller']]",125000000,198802074
Lo imposible,2012-09-09,PG-13,tt1649419,80278,113.0,"[['Thriller', 'Drama']]",45000000,198087212
Jack the Giant Slayer,2013-02-27,PG-13,tt1351685,81005,114.0,"[['Action', 'Adventure', 'Family', 'Fantasy']]",195000000,197687603
Smurfs: The Lost Village,2017-03-23,PG,tt2398241,137116,89.0,"[['Adventure', 'Animation', 'Comedy', 'Family']]",60000000,197183546
The Other Woman,2014-04-16,PG-13,tt2203939,193610,109.0,"[['Comedy', 'Romance']]",40000000,196781193
The Vow,2012-02-05,PG-13,tt1606389,72570,104.0,"[['Drama', 'Romance']]",30000000,196114570
The BFG,2016-06-01,PG,tt3691740,267935,120.0,"[['Adventure', 'Family', 'Fantasy']]",140000000,195243411
The Shape of Water,2017-12-01,R,tt5580390,399055,123.0,"[['Drama', 'Fantasy', 'Romance']]",19500000,194989655
A Dog's Purpose,2017-01-19,PG,tt1753383,381289,100.0,"[['Comedy', 'Drama', 'Family', 'Fantasy', 'Adventure']]",22000000,194647323
The Intern,2015-09-24,PG-13,tt2361509,257211,121.0,[['Comedy']],35000000,194564672
The Equalizer,2014-09-24,R,tt0455944,156022,132.0,"[['Thriller', 'Action', 'Crime']]",55000000,192330738
Downton Abbey,2019-09-12,PG,tt6398184,535544,122.0,"[['Drama', 'History']]",20000000,192094429
Little Women,2019-12-25,PG,tt3281548,331482,135.0,"[['Drama', 'Romance']]",40000000,191540586
The Lego Movie 2: The Second Part,2019-01-26,PG,tt3513498,280217,106.0,"[['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Science Fiction', 'Fantasy']]",100000000,190514361
Gnomeo & Juliet,2011-01-13,G,tt0377981,45772,84.0,"[['Animation', 'Family']]",36000000,189712432
22 Jump Street,2014-06-05,R,tt2294449,187017,112.0,"[['Crime', 'Comedy', 'Action']]",50000000,188441614
The Secret Life of Walter Mitty,2013-12-18,PG,tt0359950,116745,114.0,"[['Adventure', 'Comedy', 'Drama', 'Fantasy']]",90000000,188133322
Mr. Popper's Penguins,2011-06-17,PG,tt1396218,58224,94.0,"[['Comedy', 'Family']]",55000000,187361754
